订单号,订单日期,产品类别,产品名称,销售区域,城市,销售渠道,客户类型,数量,单价,折扣率,销售额
ORD20249595,2024-06-09,美妆个护,保湿面霜,华南,广州,线上商城,企业采购,2,481.35,0.15,818.3
ORD20260740,2024-06-09,食品饮料,气泡水,华东,杭州,APP,会员用户,1,295.67,0.0,295.67
ORD20240983,2024-06-09,母婴玩具,儿童积木,华东,苏州,线下门店,个人用户,1,286.02,0.0,286.02
ORD20248573,2024-06-09,电子产品,智能手机,华北,北京,小程序,个人用户,2,7647.61,0.0,15295.22
ORD20264961,2024-06-09,电子产品,机械键盘,华北,北京,线上商城,个人用户,7,4697.81,0.3,23019.27
ORD20242438,2024-06-09,家居用品,北欧落地灯,华南,深圳,线上商城,企业采购,3,1250.66,0.0,3751.98
ORD20244800,2024-06-09,运动户外,运动水壶,华中,郑州,APP,会员用户,2,652.51,0.0,1305.02
ORD20259893,2024-06-09,电子产品,机械键盘,华东,宁波,线上商城,个人用户,5,8259.56,0.15,35103.13
ORD20263929,2024-06-09,电子产品,无线蓝牙耳机,华北,石家庄,线上商城,个人用户,4,8341.1,0.05,31696.18
ORD20260926,2024-06-09,食品饮料,气泡水,华南,东莞,小程序,个人用户,8,66.44,0.0,531.52
ORD20252120,2024-06-09,家居用品,记忆棉枕头,华南,深圳,线上商城,个人用户,11,932.45,0.3,7179.86
ORD20246564,2024-06-09,家居用品,记忆棉枕头,华北,石家庄,APP,个人用户,4,1268.88,0.05,4821.74
ORD20267452,2024-06-09,家居用品,加湿器,华东,宁波,线上商城,企业采购,4,519.06,0.2,1660.99
ORD20257914,2024-06-09,食品饮料,挂耳咖啡,华北,太原,线上商城,个人用户,22,72.09,0.3,1110.19
ORD20268350,2024-06-09,运动户外,户外帐篷,华北,天津,APP,会员用户,2,634.13,0.05,1204.85
ORD20260066,2024-06-09,运动户外,运动水壶,华东,上海,线上商城,个人用户,7,928.85,0.3,4551.36
ORD20255681,2024-06-09,美妆个护,香氛沐浴露,华东,上海,线上商城,个人用户,5,548.67,0.15,2331.85
ORD20240832,2024-06-09,电子产品,无线蓝牙耳机,西北,乌鲁木齐,线上商城,企业采购,2,7262.25,0.0,14524.5
ORD20269684,2024-06-09,服装鞋帽,跑步鞋,华东,上海,APP,企业采购,3,585.9,0.15,1494.04
ORD20262894,2024-06-09,办公用品,碎纸机,华东,宁波,小程序,个人用户,1,361.95,0.1,325.76
ORD20246592,2024-06-09,家居用品,记忆棉枕头,西南,重庆,小程序,企业采购,5,208.88,0.0,1044.4
ORD20241645,2024-06-09,食品饮料,有机牛奶,华北,天津,小程序,个人用户,5,211.92,0.05,1006.62
ORD20241968,2024-06-09,母婴玩具,遥控玩具车,华北,天津,APP,个人用户,2,96.31,0.3,134.83
ORD20254274,2024-06-09,电子产品,高清显示器,华南,广州,线上商城,企业采购,2,5905.38,0.0,11810.76
ORD20242877,2024-06-09,电子产品,便携充电宝,华北,石家庄,线上商城,会员用户,2,974.18,0.2,1558.69
ORD20266915,2024-06-09,电子产品,无线蓝牙耳机,华北,天津,APP,个人用户,5,1961.67,0.2,7846.68
ORD20241290,2024-06-09,母婴玩具,保温奶瓶,华北,石家庄,APP,会员用户,6,372.09,0.1,2009.29
ORD20246046,2024-06-09,办公用品,A4打印纸,华东,上海,线上商城,个人用户,8,217.47,0.0,1739.76
ORD20266816,2024-06-09,家居用品,记忆棉枕头,华东,苏州,APP,个人用户,6,234.17,0.15,1194.27
ORD20242859,2024-06-09,电子产品,机械键盘,西南,重庆,APP,个人用户,1,2156.73,0.1,1941.06
ORD20263855,2024-06-09,电子产品,智能手表,华北,石家庄,线上商城,个人用户,4,5722.49,0.3,16022.97
ORD20247710,2024-06-09,食品饮料,挂耳咖啡,华北,石家庄,小程序,个人用户,4,222.96,0.2,713.47
ORD20241310,2024-06-09,运动户外,健身哑铃,华中,长沙,线下门店,个人用户,3,1267.12,0.0,3801.36
ORD20255069,2024-06-09,家居用品,加湿器,东北,大连,线下门店,会员用户,1,237.22,0.1,213.5
ORD20262733,2024-06-09,办公用品,文件收纳盒,华东,宁波,APP,个人用户,3,618.21,0.15,1576.44
ORD20261626,2024-06-09,食品饮料,气泡水,华北,北京,线上商城,个人用户,4,216.08,0.0,864.32
ORD20240252,2024-06-09,服装鞋帽,修身牛仔裤,华南,广州,APP,个人用户,8,875.98,0.1,6307.06
ORD20261101,2024-06-09,家居用品,加湿器,华北,石家庄,小程序,企业采购,2,1300.01,0.0,2600.02
ORD20247737,2024-06-09,家居用品,加湿器,华东,杭州,APP,会员用户,9,42.43,0.2,305.5
ORD20248280,2024-06-09,电子产品,便携充电宝,西南,成都,线上商城,企业采购,4,461.42,0.05,1753.4
ORD20254336,2024-06-09,办公用品,中性笔套装,华南,广州,线下门店,企业采购,6,322.54,0.0,1935.24
ORD20261291,2024-06-09,母婴玩具,保温奶瓶,西南,重庆,小程序,企业采购,3,106.49,0.0,319.47
ORD20265511,2024-06-09,服装鞋帽,跑步鞋,西北,兰州,小程序,企业采购,11,319.51,0.2,2811.69
ORD20261170,2024-06-09,家居用品,实木置物架,华中,武汉,小程序,个人用户,4,1467.81,0.0,5871.24
ORD20250735,2024-06-09,食品饮料,坚果零食礼包,华东,宁波,APP,个人用户,1,19.9,0.05,18.9
ORD20264194,2024-06-09,食品饮料,有机牛奶,西南,贵阳,小程序,企业采购,14,139.04,0.15,1654.58
ORD20254247,2024-06-09,家居用品,加湿器,华中,长沙,APP,企业采购,5,1235.26,0.2,4941.04
ORD20263658,2024-06-09,电子产品,智能手表,华中,长沙,小程序,个人用户,4,401.28,0.05,1524.86
ORD20264498,2024-06-09,美妆个护,氨基酸洁面,华南,东莞,APP,企业采购,4,193.0,0.0,772.0
ORD20268439,2024-06-09,家居用品,记忆棉枕头,华北,天津,APP,会员用户,9,130.4,0.2,938.88
ORD20247735,2024-06-09,食品饮料,有机牛奶,西北,兰州,线上商城,个人用户,6,111.24,0.15,567.32
ORD20267154,2024-06-09,母婴玩具,儿童积木,西北,乌鲁木齐,线上商城,企业采购,4,428.73,0.05,1629.17
ORD20253156,2024-06-09,食品饮料,坚果零食礼包,西南,成都,线上商城,会员用户,4,173.07,0.0,692.28
ORD20258107,2024-06-09,办公用品,碎纸机,华东,苏州,线上商城,企业采购,2,298.82,0.0,597.64
ORD20255973,2024-06-09,母婴玩具,儿童积木,华南,佛山,APP,个人用户,4,587.17,0.3,1644.08
ORD20250860,2024-06-09,办公用品,碎纸机,华东,苏州,线上商城,会员用户,6,355.42,0.05,2025.89
ORD20258099,2024-06-09,运动户外,户外帐篷,华北,太原,小程序,个人用户,3,288.56,0.15,735.83
ORD20259479,2024-06-09,美妆个护,氨基酸洁面,华东,苏州,线上商城,个人用户,7,371.61,0.3,1820.89
ORD20268106,2024-06-09,运动户外,瑜伽垫,华东,苏州,APP,企业采购,1,248.6,0.0,248.6
ORD20262576,2024-06-09,办公用品,A4打印纸,华北,太原,线上商城,个人用户,11,307.89,0.15,2878.77
ORD20267889,2024-06-09,电子产品,高清显示器,华东,苏州,小程序,个人用户,3,5864.85,0.0,17594.55
ORD20261439,2024-06-09,电子产品,智能手表,华南,广州,APP,会员用户,4,5508.42,0.1,19830.31
ORD20252575,2024-06-09,运动户外,瑜伽垫,东北,沈阳,线上商城,会员用户,3,1011.8,0.0,3035.4
ORD20261418,2024-06-09,美妆个护,保湿面霜,华南,深圳,线上商城,会员用户,4,517.21,0.0,2068.84
ORD20240081,2024-06-09,办公用品,办公椅,华东,宁波,线下门店,会员用户,10,514.37,0.15,4372.14
ORD20250428,2024-06-09,电子产品,机械键盘,华南,深圳,小程序,企业采购,3,1584.07,0.0,4752.21
ORD20266966,2024-06-09,服装鞋帽,修身牛仔裤,华中,长沙,线下门店,个人用户,2,86.17,0.2,137.87
ORD20243883,2024-06-09,家居用品,陶瓷餐具套装,华北,太原,线上商城,企业采购,11,562.16,0.3,4328.63
ORD20267587,2024-06-09,运动户外,瑜伽垫,华东,宁波,APP,企业采购,2,288.01,0.0,576.02
ORD20247927,2024-06-09,家居用品,记忆棉枕头,西南,成都,小程序,个人用户,4,673.21,0.1,2423.56
ORD20247378,2024-06-09,服装鞋帽,防风外套,西南,成都,线上商城,企业采购,7,860.09,0.2,4816.5
ORD20262594,2024-06-09,母婴玩具,保温奶瓶,华中,长沙,小程序,个人用户,5,73.27,0.05,348.03
ORD20269376,2024-06-09,服装鞋帽,防风外套,华中,长沙,小程序,会员用户,9,485.97,0.3,3061.61
ORD20262971,2024-06-09,服装鞋帽,连帽卫衣,华东,杭州,APP,会员用户,6,843.43,0.0,5060.58
ORD20261097,2024-06-09,电子产品,智能手表,华中,长沙,小程序,企业采购,2,5356.15,0.0,10712.3
ORD20245651,2024-06-09,家居用品,北欧落地灯,西南,成都,小程序,个人用户,2,997.47,0.0,1994.94
ORD20261089,2024-06-09,服装鞋帽,跑步鞋,华南,佛山,小程序,个人用户,4,642.4,0.2,2055.68
ORD20264531,2024-06-09,电子产品,智能手机,华中,长沙,线下门店,个人用户,5,6757.74,0.2,27030.96
ORD20250395,2024-06-09,服装鞋帽,连帽卫衣,华北,天津,线上商城,个人用户,5,715.34,0.0,3576.7
ORD20248954,2024-06-10,电子产品,无线蓝牙耳机,华北,天津,线上商城,个人用户,3,612.05,0.0,1836.15
ORD20267857,2024-06-10,运动户外,运动水壶,华东,宁波,线下门店,会员用户,1,175.88,0.0,175.88
ORD20250851,2024-06-10,母婴玩具,婴儿纸尿裤,华东,宁波,小程序,个人用户,6,51.4,0.1,277.56
ORD20248796,2024-06-10,运动户外,瑜伽垫,华北,北京,线下门店,个人用户,4,225.86,0.2,722.75
ORD20263142,2024-06-10,电子产品,机械键盘,华东,宁波,小程序,会员用户,2,8941.13,0.0,17882.26
ORD20251542,2024-06-10,服装鞋帽,纯棉T恤,西南,贵阳,线上商城,企业采购,2,107.36,0.0,214.72
ORD20249049,2024-06-10,美妆个护,香氛沐浴露,东北,大连,线下门店,会员用户,2,401.13,0.0,802.26
ORD20253776,2024-06-10,电子产品,高清显示器,华东,杭州,线上商城,会员用户,4,7048.6,0.1,25374.96
ORD20256734,2024-06-10,家居用品,记忆棉枕头,华南,东莞,线上商城,会员用户,1,558.89,0.0,558.89
ORD20245590,2024-06-10,电子产品,高清显示器,华东,苏州,线上商城,个人用户,3,2552.14,0.0,7656.42
ORD20246689,2024-06-10,美妆个护,防晒喷雾,华南,佛山,线上商城,个人用户,2,293.41,0.2,469.46
ORD20262617,2024-06-10,电子产品,无线蓝牙耳机,华北,太原,线下门店,企业采购,7,2919.77,0.3,14306.87
ORD20269919,2024-06-10,食品饮料,手工巧克力,华中,武汉,APP,个人用户,6,55.57,0.0,333.42
ORD20240395,2024-06-10,食品饮料,有机牛奶,华南,广州,APP,会员用户,19,279.85,0.15,4519.58
ORD20249282,2024-06-10,家居用品,加湿器,西南,贵阳,线上商城,企业采购,9,920.9,0.2,6630.48
ORD20254391,2024-06-10,电子产品,便携充电宝,西南,重庆,线下门店,企业采购,4,2948.44,0.1,10614.38
ORD20259050,2024-06-10,服装鞋帽,防风外套,西北,乌鲁木齐,线上商城,个人用户,3,700.55,0.0,2101.65
ORD20253332,2024-06-10,办公用品,A4打印纸,华中,郑州,线下门店,会员用户,10,577.19,0.05,5483.3
ORD20254815,2024-06-10,家居用品,加湿器,华北,北京,小程序,个人用户,2,749.71,0.0,1499.42
ORD20263883,2024-06-10,电子产品,无线蓝牙耳机,华北,天津,线上商城,个人用户,4,5470.13,0.1,19692.47
ORD20262642,2024-06-10,服装鞋帽,跑步鞋,华东,苏州,小程序,个人用户,9,765.1,0.3,4820.13
ORD20241941,2024-06-10,食品饮料,挂耳咖啡,华东,南京,线上商城,企业采购,14,66.85,0.05,889.1
ORD20254874,2024-06-10,运动户外,健身哑铃,华东,南京,线下门店,个人用户,5,977.71,0.2,3910.84
ORD20250903,2024-06-10,服装鞋帽,连帽卫衣,西南,重庆,线下门店,个人用户,5,341.9,0.15,1453.08
ORD20257749,2024-06-10,服装鞋帽,跑步鞋,华南,深圳,线上商城,个人用户,4,87.4,0.3,244.72
ORD20243682,2024-06-10,家居用品,陶瓷餐具套装,西北,兰州,线下门店,个人用户,1,214.31,0.1,192.88
ORD20241348,2024-06-10,家居用品,北欧落地灯,华东,上海,APP,个人用户,1,656.44,0.0,656.44
ORD20246834,2024-06-10,电子产品,智能手表,华南,佛山,小程序,会员用户,2,2434.43,0.3,3408.2
ORD20256098,2024-06-10,运动户外,瑜伽垫,华南,东莞,小程序,个人用户,2,857.29,0.2,1371.66
ORD20269798,2024-06-10,母婴玩具,儿童积木,华南,东莞,线上商城,个人用户,5,79.13,0.2,316.52
ORD20263853,2024-06-10,服装鞋帽,防风外套,华东,苏州,线上商城,个人用户,7,234.91,0.05,1562.15
ORD20248894,2024-06-10,母婴玩具,婴儿纸尿裤,华北,太原,线下门店,个人用户,1,592.47,0.0,592.47
ORD20268424,2024-06-10,家居用品,陶瓷餐具套装,东北,哈尔滨,APP,会员用户,4,1585.13,0.0,6340.52
ORD20265743,2024-06-10,母婴玩具,遥控玩具车,华东,苏州,线上商城,企业采购,5,543.93,0.05,2583.67
ORD20266550,2024-06-10,电子产品,机械键盘,西南,成都,APP,企业采购,4,7829.31,0.1,28185.52
ORD20244825,2024-06-10,美妆个护,防晒喷雾,华东,宁波,APP,个人用户,1,168.6,0.0,168.6
ORD20256656,2024-06-10,电子产品,无线蓝牙耳机,华东,苏州,APP,会员用户,1,2237.82,0.0,2237.82
ORD20251190,2024-06-10,运动户外,户外帐篷,西南,贵阳,线上商城,个人用户,2,979.96,0.0,1959.92
ORD20263396,2024-06-10,电子产品,机械键盘,华东,上海,线上商城,个人用户,2,5238.74,0.0,10477.48
ORD20248850,2024-06-10,母婴玩具,遥控玩具车,华东,杭州,APP,个人用户,3,546.61,0.15,1393.86
ORD20259281,2024-06-10,服装鞋帽,跑步鞋,华中,长沙,线上商城,个人用户,3,418.48,0.15,1067.12
ORD20258285,2024-06-10,美妆个护,防晒喷雾,华南,广州,APP,个人用户,4,689.24,0.0,2756.96
ORD20260537,2024-06-10,美妆个护,香氛沐浴露,华北,北京,线上商城,个人用户,5,329.74,0.15,1401.4
ORD20262822,2024-06-10,食品饮料,有机牛奶,华北,石家庄,APP,企业采购,7,123.3,0.0,863.1
ORD20240623,2024-06-10,电子产品,智能手表,华南,广州,线上商城,会员用户,3,6518.93,0.15,16623.27
ORD20243205,2024-06-10,电子产品,智能手机,华北,石家庄,小程序,企业采购,2,7414.06,0.3,10379.68
ORD20255940,2024-06-10,办公用品,碎纸机,华东,宁波,线上商城,个人用户,4,454.92,0.1,1637.71
ORD20258267,2024-06-10,运动户外,健身哑铃,西南,重庆,线上商城,会员用户,3,487.11,0.0,1461.33
ORD20249380,2024-06-10,食品饮料,有机牛奶,华中,长沙,线上商城,企业采购,20,283.17,0.3,3964.38
ORD20240659,2024-06-10,电子产品,无线蓝牙耳机,西南,重庆,线上商城,个人用户,2,910.12,0.15,1547.2
ORD20243695,2024-06-10,运动户外,瑜伽垫,西北,兰州,线上商城,个人用户,1,248.38,0.0,248.38
ORD20260522,2024-06-10,服装鞋帽,防风外套,华北,石家庄,线上商城,个人用户,7,414.06,0.2,2318.74
ORD20257074,2024-06-10,办公用品,中性笔套装,东北,沈阳,APP,个人用户,5,245.68,0.0,1228.4
ORD20263553,2024-06-10,办公用品,文件收纳盒,华东,南京,线上商城,企业采购,6,441.94,0.0,2651.64
ORD20267908,2024-06-10,家居用品,陶瓷餐具套装,华南,佛山,小程序,企业采购,3,1358.5,0.1,3667.95
ORD20256725,2024-06-10,电子产品,智能手表,华南,广州,线上商城,会员用户,2,8294.82,0.2,13271.71
ORD20248648,2024-06-10,电子产品,智能手表,华北,天津,APP,会员用户,2,6791.66,0.0,13583.32
ORD20261080,2024-06-10,家居用品,加湿器,华东,宁波,小程序,会员用户,5,1060.61,0.05,5037.9
ORD20264537,2024-06-10,食品饮料,气泡水,华东,上海,线上商城,企业采购,13,78.9,0.1,923.13
ORD20244183,2024-06-10,美妆个护,保湿面霜,华北,太原,线上商城,个人用户,2,408.09,0.0,816.18
ORD20241190,2024-06-10,办公用品,碎纸机,华南,广州,APP,企业采购,10,401.64,0.05,3815.58
ORD20254122,2024-06-10,家居用品,陶瓷餐具套装,华北,北京,小程序,企业采购,4,744.21,0.0,2976.84
ORD20260919,2024-06-10,办公用品,办公椅,东北,大连,APP,会员用户,2,350.66,0.15,596.12
ORD20241186,2024-06-10,家居用品,北欧落地灯,西北,兰州,APP,个人用户,5,1569.47,0.15,6670.25
ORD20255802,2024-06-10,电子产品,智能手表,西南,贵阳,小程序,企业采购,1,6499.72,0.0,6499.72
ORD20243950,2024-06-10,运动户外,瑜伽垫,西南,贵阳,线上商城,个人用户,4,522.31,0.3,1462.47
ORD20268585,2024-06-10,食品饮料,气泡水,西南,昆明,小程序,个人用户,13,190.2,0.15,2101.71
ORD20265253,2024-06-10,家居用品,记忆棉枕头,华北,天津,线上商城,企业采购,1,1575.62,0.05,1496.84
ORD20261774,2024-06-10,服装鞋帽,防风外套,华东,南京,APP,企业采购,1,493.74,0.0,493.74
ORD20241624,2024-06-10,运动户外,运动水壶,华东,苏州,小程序,个人用户,2,269.28,0.0,538.56
ORD20240976,2024-06-10,电子产品,高清显示器,华东,宁波,小程序,个人用户,5,1491.0,0.15,6336.75
ORD20252533,2024-06-10,家居用品,陶瓷餐具套装,华东,上海,APP,个人用户,1,1091.63,0.1,982.47
ORD20265992,2024-06-10,家居用品,陶瓷餐具套装,华中,长沙,APP,个人用户,2,340.69,0.2,545.1
ORD20253094,2024-06-10,电子产品,便携充电宝,华东,宁波,APP,个人用户,4,4720.49,0.2,15105.57
ORD20240995,2024-06-10,家居用品,陶瓷餐具套装,华中,武汉,线上商城,个人用户,4,1124.39,0.3,3148.29
ORD20246496,2024-06-10,办公用品,碎纸机,华东,苏州,线上商城,个人用户,8,323.37,0.1,2328.26
ORD20261794,2024-06-10,美妆个护,氨基酸洁面,华东,上海,线上商城,个人用户,6,329.94,0.1,1781.68
ORD20258882,2024-06-10,美妆个护,保湿面霜,华北,石家庄,APP,个人用户,4,316.64,0.0,1266.56
ORD20257925,2024-06-10,电子产品,高清显示器,华东,杭州,线上商城,个人用户,1,2238.75,0.0,2238.75
ORD20241137,2024-06-10,美妆个护,保湿面霜,华中,郑州,线上商城,会员用户,3,763.7,0.0,2291.1
ORD20243875,2024-06-10,食品饮料,有机牛奶,华东,苏州,APP,个人用户,5,216.54,0.05,1028.56
ORD20267598,2024-06-10,服装鞋帽,修身牛仔裤,华东,苏州,小程序,企业采购,3,598.17,0.0,1794.51
ORD20250468,2024-06-10,食品饮料,挂耳咖啡,华北,太原,线上商城,会员用户,10,193.14,0.05,1834.83
ORD20254135,2024-06-10,母婴玩具,儿童积木,华北,北京,小程序,会员用户,2,537.65,0.05,1021.53
ORD20261140,2024-06-10,食品饮料,坚果零食礼包,华北,太原,线上商城,个人用户,9,195.0,0.3,1228.5
ORD20263193,2024-06-10,服装鞋帽,修身牛仔裤,西南,贵阳,线上商城,企业采购,1,166.94,0.0,166.94
ORD20241882,2024-06-10,运动户外,运动水壶,华南,深圳,线上商城,会员用户,1,1262.55,0.05,1199.42
ORD20256295,2024-06-10,食品饮料,挂耳咖啡,华北,北京,线下门店,企业采购,9,171.96,0.0,1547.64
ORD20253152,2024-06-10,电子产品,机械键盘,华北,北京,小程序,个人用户,5,2403.62,0.15,10215.38
ORD20248666,2024-06-10,母婴玩具,遥控玩具车,华南,东莞,APP,企业采购,1,270.37,0.0,270.37
ORD20267477,2024-06-10,办公用品,中性笔套装,华北,天津,APP,个人用户,2,188.38,0.0,376.76
ORD20269915,2024-06-10,食品饮料,有机牛奶,西北,西安,线上商城,个人用户,7,298.34,0.0,2088.38
ORD20244753,2024-06-10,服装鞋帽,纯棉T恤,华南,深圳,线下门店,会员用户,8,82.58,0.1,594.58
ORD20269637,2024-06-10,运动户外,运动水壶,西南,重庆,小程序,个人用户,2,591.13,0.0,1182.26
ORD20257500,2024-06-10,运动户外,瑜伽垫,华东,杭州,线上商城,企业采购,2,652.12,0.2,1043.39
ORD20260016,2024-06-10,服装鞋帽,跑步鞋,华北,北京,APP,企业采购,8,563.45,0.15,3831.46
